_id,client_ip,login_timestamp,login_epoch,logout_timestamp,logout_epoch,session_duration,status,error_code,device_type,device,device_model,os_name,os_version,client_name,client_version,login_method,access_token,refresh_token,redis_request_id,session_expiry,session_expiry_epoch,header_data,api_version,employee_id,employee_name,is_manually_logout,application_identifier,session_data,response_data,username,is_refresh_token_used,employee_number,Rule_Based_Anomaly,Model_Result,Final_Result,anomaly_score,Suspicious_Flag
218,4,217,1751374404398,158,1751374519192.0,114794.0,True,-1,0,0,0,2,0,0,138.0,0,384,384,36,167,1751381604398.0,13,1,999999,22,True,0,18,41,30,False,999999.0,0,Anomaly,Anomaly,0.1168157650261129,Suspicious
79,29,78,1750931973810,104,1751278706933.0,346733123.0,True,-1,0,0,0,2,0,2,139.0,0,44,44,96,53,1750939173810.0,147,1,89515,46,False,0,34,84,67,False,90682.0,0,Anomaly,Anomaly,0.11035897998264055,Suspicious
219,124,218,1751377484580,159,1751390779212.0,13294632.0,True,-1,1,0,0,0,0,1,137.0,0,318,318,298,168,1751384684580.0,443,1,106293,14,False,0,166,24,26,False,106161.0,0,Anomaly,Anomaly,0.12741731638624065,Suspicious
220,124,219,1751390779212,160,1751426920901.0,36141689.0,True,-1,1,0,0,0,0,1,137.0,0,295,295,42,169,1751397979212.0,445,1,106293,14,False,0,167,24,26,False,106161.0,0,Anomaly,Anomaly,0.13500838294961448,Suspicious
350,55,349,1751717760629,-1,,7200000.0,True,-1,1,0,0,0,0,1,137.0,0,277,277,5,287,1751724960629.0,114,1,104807,28,False,0,131,54,41,False,105974.0,0,Anomaly,Anomaly,0.09761929549037873,Suspicious
238,26,237,1751440898325,175,1751441457699.0,559374.0,True,-1,0,0,0,2,2,2,115.0,0,337,337,268,185,1751448098325.0,168,1,106897,7,True,0,198,10,13,False,106765.0,0,Anomaly,Anomaly,0.13270714923162263,Suspicious
351,87,350,1751717937720,276,1751719292831.0,1355111.0,True,-1,0,0,0,2,0,3,138.0,0,126,126,159,288,1751725137720.0,459,1,1442,42,True,0,319,75,58,False,723.0,0,Anomaly,Anomaly,0.1301928525309758,Suspicious
489,16,488,1755169404002,-1,,,False,1,0,0,0,1,4,0,139.0,0,-1,-1,-1,-1,,45,1,108525,37,False,0,413,-1,63,False,108389.0,0,Anomaly,Anomaly,0.0877085526953959,Suspicious
258,54,257,1751460787691,195,1751460801145.0,13454.0,True,-1,1,0,0,0,0,1,137.0,0,171,171,343,205,1751467987691.0,468,1,3612,33,True,0,389,61,51,False,4779.0,0,Anomaly,Anomaly,0.1298836126183731,Suspicious
267,123,266,1751606904289,212,1751616796509.0,9892220.0,True,-1,1,0,0,0,0,1,138.0,0,172,172,349,214,1751614104289.0,472,1,3612,33,False,0,393,61,51,False,4779.0,0,Anomaly,Anomaly,0.09495515187861503,Suspicious
321,56,320,1751707388010,-1,,,False,1,1,0,0,0,0,1,137.0,0,-1,-1,-1,-1,,113,1,999999,22,False,0,413,-1,30,False,999999.0,0,Anomaly,Anomaly,0.029499848298013,Suspicious
296,8,295,1751630358335,252,1751707410307.0,77051972.0,True,-1,0,0,0,2,0,0,137.0,0,409,409,379,239,1751637558335.0,5,1,999999,22,False,0,24,41,30,False,999999.0,0,Anomaly,Anomaly,0.11697707977808547,Suspicious
412,60,411,1752164489531,351,1753707074377.0,1542584846.0,True,-1,0,0,0,2,0,0,138.0,0,403,403,276,334,1752171689531.0,8,1,999999,22,False,0,15,40,30,False,999999.0,0,Anomaly,Anomaly,0.06572753292885025,Suspicious
435,128,434,1752745382231,338,1752747504885.0,2122654.0,True,-1,0,0,0,2,0,2,140.0,0,0,0,84,348,1752752582231.0,506,1,105574,13,True,0,377,23,24,False,70969.0,0,Anomaly,Anomaly,0.13734630347828453,Suspicious
448,122,447,1753424241642,354,1753716723299.0,292481657.0,True,-1,1,0,0,0,0,1,138.0,0,156,156,134,360,1753431441642.0,471,1,3612,33,False,0,398,62,51,False,4779.0,0,Anomaly,Anomaly,0.040031018997794154,Suspicious
449,95,448,1753523531012,350,1753523613714.0,82702.0,True,-1,1,0,0,0,0,1,138.0,0,308,308,145,361,1753530731012.0,448,1,106293,14,True,0,180,25,26,False,106161.0,0,Anomaly,Anomaly,0.08425265210253452,Suspicious
450,21,449,1753707074377,352,1753707092469.0,18092.0,True,-1,0,0,0,2,0,2,141.0,0,412,412,404,362,1753714274377.0,35,1,999999,22,True,0,16,40,30,False,999999.0,0,Anomaly,Anomaly,0.08488720228545166,Suspicious
458,20,457,1753874236209,361,1753875712468.0,1476259.0,True,-1,0,0,0,2,0,2,141.0,0,70,70,146,369,1753881436209.0,132,1,93359,45,True,0,307,83,64,False,94526.0,0,Anomaly,Anomaly,0.13967906888539428,Suspicious
461,16,460,1753880939208,-1,,,False,1,0,0,0,1,4,0,138.0,0,-1,-1,-1,-1,,48,1,33109,5,False,0,413,-1,9,False,34276.0,0,Anomaly,Anomaly,0.08445369643249256,Suspicious
460,20,459,1753875798987,363,1753962798062.0,86999075.0,True,-1,0,0,0,2,0,2,141.0,0,73,73,211,371,1753882998987.0,120,1,93359,45,False,0,308,83,64,False,94526.0,0,Anomaly,Anomaly,0.1395443867691723,Suspicious
464,3,463,1753962798062,366,1753965824078.0,3026016.0,True,-1,0,0,0,2,0,3,138.0,0,71,71,177,373,1753969998062.0,54,1,93359,45,True,0,309,83,64,False,94526.0,0,Anomaly,Anomaly,0.10470551750238832,Suspicious
462,16,461,1753880975788,364,1753963386049.0,82410261.0,True,-1,0,0,0,1,4,0,138.0,0,112,112,289,372,1753888175788.0,477,1,784,9,False,0,294,17,17,False,66.0,0,Anomaly,Anomaly,0.0826287969306091,Suspicious
467,50,466,1753987612662,367,1753987625721.0,13059.0,True,-1,0,0,0,2,0,0,138.0,0,218,218,217,376,1753994812662.0,514,1,200013,20,True,1,299,35,18,False,159365.0,0,Anomaly,Anomaly,0.07636022163894607,Suspicious
470,20,469,1754036068155,-1,,7200000.0,True,-1,0,0,0,2,0,2,141.0,0,123,123,224,379,1754043268155.0,125,1,1424,2,False,0,33,3,7,False,705.0,0,Anomaly,Anomaly,0.11875783885180324,Suspicious
466,3,465,1753966055087,370,1754136542219.0,170487132.0,True,-1,0,0,0,2,0,3,138.0,0,113,113,283,375,1753973255087.0,38,1,784,9,False,0,296,17,17,False,66.0,0,Anomaly,Anomaly,0.13460347323464472,Suspicious
483,7,482,1755155281981,-1,,7200000.0,True,-1,0,0,0,2,0,0,139.0,0,362,362,112,389,1755162481981.0,119,1,110818,18,False,0,91,33,33,False,110682.0,0,Anomaly,Anomaly,0.12605807616760978,Suspicious
482,7,481,1754996062291,379,1755165005086.0,168942795.0,True,-1,0,0,0,2,0,0,139.0,0,350,350,410,388,1755003262291.0,115,1,106901,30,False,0,190,58,43,False,106769.0,0,Anomaly,Anomaly,0.10931171284192476,Suspicious
486,16,485,1755167031465,382,1755167289445.0,257980.0,True,-1,0,0,0,1,4,0,139.0,0,348,348,368,392,1755174231465.0,41,1,106901,30,True,0,193,58,43,False,106769.0,0,Anomaly,Anomaly,0.073732721622217,Suspicious
487,16,486,1755167345503,-1,,,False,1,0,0,0,1,4,0,139.0,0,-1,-1,-1,-1,,42,1,108525,37,False,0,413,-1,63,False,108389.0,0,Anomaly,Anomaly,0.08805938473180208,Suspicious
488,16,487,1755167362648,-1,,,False,1,0,0,0,1,4,0,139.0,0,-1,-1,-1,-1,,43,1,108525,37,False,0,413,-1,63,False,108389.0,0,Anomaly,Anomaly,0.08873579603482784,Suspicious
497,16,496,1757143142734,-1,,,False,1,0,0,0,1,4,0,139.0,0,-1,-1,-1,-1,,52,1,33109,5,False,0,413,-1,9,False,34276.0,0,Anomaly,Anomaly,0.07839848262982674,Suspicious
498,16,497,1757143170660,386,1757143399437.0,228777.0,True,-1,0,0,0,1,4,0,139.0,0,110,110,256,398,1757150370660.0,51,1,784,9,True,0,285,15,17,False,66.0,0,Anomaly,Anomaly,0.07623984796012961,Suspicious
500,20,499,1757146030009,388,1757149494412.0,3464403.0,True,-1,0,0,0,2,0,2,142.0,0,95,95,10,400,1757153230009.0,122,1,784,9,True,0,277,13,17,False,66.0,0,Anomaly,Anomaly,0.1295700710608284,Suspicious
502,13,501,1758020531661,-1,,,False,1,0,0,0,2,0,0,140.0,0,-1,-1,-1,-1,,341,1,784,9,False,0,413,-1,17,False,66.0,0,Anomaly,Anomaly,0.10969272341950809,Suspicious
503,20,502,1758020737671,390,1758020809755.0,72084.0,True,-1,0,0,0,2,0,2,142.0,0,116,116,357,402,1758027937671.0,134,1,784,9,True,0,279,14,17,False,66.0,0,Anomaly,Anomaly,0.12264181705732291,Suspicious
504,13,503,1758020809755,391,1758184887366.0,164077611.0,True,-1,0,0,0,2,0,0,140.0,0,119,119,412,403,1758028009755.0,478,1,784,9,False,0,280,14,17,False,66.0,0,Anomaly,Anomaly,0.0918063759194786,Suspicious
506,20,505,1758285654122,393,1758285963246.0,309124.0,True,-1,0,0,0,2,0,2,142.0,0,108,108,223,405,1758292854122.0,126,1,784,9,True,0,282,14,17,False,66.0,0,Anomaly,Anomaly,0.12257099164980056,Suspicious
509,18,508,1758544801009,-1,,,False,1,0,0,0,1,4,0,133.0,0,-1,-1,-1,-1,,63,1,33109,5,False,0,413,-1,9,False,34276.0,0,Anomaly,Anomaly,0.06551705003334818,Suspicious
510,18,509,1758544828379,395,1758612268787.0,67440408.0,True,-1,0,0,0,1,4,0,133.0,0,176,176,358,407,1758552028379.0,62,1,33109,5,False,0,236,8,9,False,34276.0,0,Anomaly,Anomaly,0.0523160080690086,Suspicious
512,18,511,1758613736835,397,1758613744803.0,7968.0,True,-1,0,0,0,1,4,0,133.0,0,65,65,17,409,1758620936835.0,59,1,93359,45,True,0,306,82,64,False,94526.0,0,Anomaly,Anomaly,0.012219400119355295,Suspicious
514,18,513,1758613876265,-1,,,False,3,0,0,0,1,4,0,133.0,0,-1,-1,-1,-1,,58,1,89129,32,False,0,413,-1,48,False,90296.0,0,Anomaly,Anomaly,0.04494377344142353,Suspicious
516,18,515,1758623149632,400,1758624565769.0,1416137.0,True,-1,0,0,0,1,4,0,133.0,0,371,371,59,412,1758630349632.0,61,1,117896,44,True,0,97,79,65,False,117685.0,0,Anomaly,Anomaly,0.0,Suspicious
