_id,client_ip,login_timestamp,login_epoch,logout_timestamp,logout_epoch,session_duration,status,error_code,device_type,device,device_model,os_name,os_version,client_name,client_version,login_method,access_token,refresh_token,redis_request_id,session_expiry,session_expiry_epoch,header_data,api_version,employee_id,employee_name,is_manually_logout,application_identifier,session_data,response_data,username,is_refresh_token_used,employee_number,Rule_Based_Anomaly,Model_Result,Final_Result,anomaly_score
1,53,0,1750184085944,0,1750184247794.0,161850.0,True,-1,0,0,0,2,0,0,137.0,0,124,124,251,0,1750187685944.0,368,1,1424,2,True,0,31,2,7,False,705.0,0,Anomaly,Anomaly,0.07821107404942518
2,108,1,1750238321008,8,1750496101867.0,257780859.0,True,-1,0,0,0,2,0,2,139.0,0,79,79,356,1,1750245521008.0,244,1,93543,8,False,0,109,11,14,False,94710.0,0,Anomaly,Anomaly,0.1163634305079746
4,116,3,1750246540828,-1,,,False,0,0,0,0,2,0,2,139.0,0,-1,-1,-1,-1,,456,1,0,-1,False,0,413,-1,25,False,,0,Anomaly,Anomaly,0.12221392181407686
13,102,12,1750495754340,-1,,,False,0,0,0,0,2,0,2,139.0,0,-1,-1,-1,-1,,308,1,0,-1,False,0,413,-1,6,False,,0,Anomaly,Anomaly,0.137350143198551
12,115,11,1750492369548,46,1750932525880.0,440156332.0,True,-1,0,0,0,2,0,2,139.0,0,272,272,319,10,1750499569548.0,302,1,104806,26,False,0,207,50,40,False,105973.0,0,Anomaly,Anomaly,0.13297451072528688
17,102,16,1750496101867,29,1750920811701.0,424709834.0,True,-1,0,0,0,2,0,2,139.0,0,80,80,378,11,1750503301867.0,252,1,93543,8,False,0,110,11,14,False,94710.0,0,Anomaly,Anomaly,0.13806537337155367
20,41,19,1750660202519,11,1750660653626.0,451107.0,True,-1,0,0,0,2,0,0,137.0,0,369,369,200,14,1750667402519.0,15,1,117510,3,True,0,229,4,8,False,117320.0,0,Anomaly,Anomaly,0.12460298649894541
21,41,20,1750660676249,12,1750661076262.0,400013.0,True,-1,0,0,0,2,0,0,137.0,0,367,367,57,15,1750667876249.0,12,1,117510,3,True,0,230,4,8,False,117320.0,0,Anomaly,Anomaly,0.11869087506666742
39,9,38,1750847274461,-1,,,False,0,0,0,0,2,0,0,137.0,0,-1,-1,-1,-1,,343,1,0,-1,False,0,413,-1,54,False,,0,Anomaly,Anomaly,0.13813364473512496
29,94,28,1750829047538,17,1750833569062.0,4521524.0,True,-1,1,0,0,0,0,1,137.0,0,170,170,350,21,1750836247538.0,470,1,3612,33,True,0,380,61,51,False,4779.0,0,Anomaly,Anomaly,0.06603112139218448
35,32,34,1750834280071,89,1751209034767.0,374754696.0,True,-1,0,0,0,2,0,0,137.0,0,159,159,1,27,1750841480071.0,482,1,3612,33,False,0,383,61,51,False,4779.0,0,Anomaly,Anomaly,0.11805486462862136
38,9,37,1750847232321,-1,,,False,0,0,0,0,2,0,0,137.0,0,-1,-1,-1,-1,,342,1,0,-1,False,0,413,-1,54,False,,0,Anomaly,Anomaly,0.13831919548742322
46,92,45,1750854273116,27,1750863867767.0,9594651.0,True,-1,1,0,0,0,0,1,137.0,0,297,297,73,33,1750861473116.0,447,1,106293,14,False,0,156,24,26,False,106161.0,0,Anomaly,Anomaly,0.10838801748824489
65,0,64,1750928264861,-1,,,False,2,0,0,0,2,0,2,139.0,0,-1,-1,-1,-1,,307,1,0,-1,False,0,413,-1,64,False,,0,Anomaly,Anomaly,0.13077628865493285
93,21,92,1750938017616,55,1750938919007.0,901391.0,True,-1,0,0,0,2,0,2,139.0,0,398,398,231,64,1750945217616.0,509,1,999999,22,True,0,30,45,30,False,999999.0,0,Anomaly,Anomaly,0.10852587682212544
92,21,91,1750937978821,53,1750938017616.0,38795.0,True,-1,0,0,0,2,0,2,139.0,0,390,390,106,63,1750945178821.0,26,1,999999,22,True,0,29,45,30,False,999999.0,0,Anomaly,Anomaly,0.10996096768925467
383,0,382,1751950810403,-1,,,False,1,0,0,0,2,0,2,140.0,0,-1,-1,-1,-1,,418,1,93359,45,False,0,413,-1,64,False,94526.0,0,Anomaly,Anomaly,0.12961618479851666
94,21,93,1750938919007,56,1750941494606.0,2575599.0,True,-1,0,0,0,2,0,2,139.0,0,408,408,354,65,1750946119007.0,512,1,999999,22,True,0,1,44,30,False,999999.0,0,Anomaly,Anomaly,0.09377862444661145
96,17,95,1750941494606,57,1750941643245.0,148639.0,True,-1,0,0,0,1,4,0,137.0,0,388,388,70,67,1750948694606.0,489,1,999999,22,True,0,2,44,30,False,999999.0,0,Anomaly,Anomaly,0.03529666409938215
169,15,168,1751280568164,132,1751354492251.0,73924087.0,True,-1,0,0,0,2,0,0,137.0,0,387,387,60,127,1751287768164.0,10,1,999999,22,False,0,5,44,30,False,999999.0,0,Anomaly,Anomaly,0.11738430694864044
72,100,71,1750929598858,133,1751354688756.0,425089898.0,True,-1,0,0,0,2,0,0,137.0,0,51,51,229,46,1750936798858.0,360,1,89630,41,False,0,255,73,59,False,90797.0,0,Anomaly,Anomaly,0.13181105766549706
81,93,80,1750932408264,64,1751007105679.0,74697415.0,True,-1,1,0,0,0,0,1,137.0,0,306,306,130,55,1750939608264.0,442,1,106293,14,False,0,158,24,26,False,106161.0,0,Anomaly,Anomaly,0.11577348062295434
193,21,192,1751354492251,135,1751355168312.0,676061.0,True,-1,0,0,0,2,0,2,140.0,0,411,411,395,144,1751361692251.0,28,1,999999,22,True,0,0,43,30,False,999999.0,0,Anomaly,Anomaly,0.12379780119316075
132,21,131,1751027021199,86,1751027387615.0,366416.0,True,-1,0,0,0,2,0,2,140.0,0,401,401,249,94,1751034221199.0,30,1,999999,22,True,0,3,44,30,False,999999.0,0,Anomaly,Anomaly,0.12323184119489428
149,21,148,1751272599567,117,1751280568164.0,7968597.0,True,-1,0,0,0,2,0,2,140.0,0,399,399,238,107,1751279799567.0,36,1,999999,22,False,0,4,44,30,False,999999.0,0,Anomaly,Anomaly,0.13087813892499267
386,38,385,1751959640757,-1,,,False,3,0,0,0,2,0,0,137.0,0,-1,-1,-1,-1,,190,1,117896,44,False,0,413,-1,65,False,117685.0,0,Anomaly,Anomaly,0.13149462104982246
387,38,386,1751959729342,-1,,,False,3,0,0,0,2,0,0,137.0,0,-1,-1,-1,-1,,187,1,117896,44,False,0,413,-1,65,False,117685.0,0,Anomaly,Anomaly,0.13218181005941265
218,4,217,1751374404398,158,1751374519192.0,114794.0,True,-1,0,0,0,2,0,0,138.0,0,384,384,36,167,1751381604398.0,13,1,999999,22,True,0,18,41,30,False,999999.0,0,Anomaly,Anomaly,0.1168157650261129
79,29,78,1750931973810,104,1751278706933.0,346733123.0,True,-1,0,0,0,2,0,2,139.0,0,44,44,96,53,1750939173810.0,147,1,89515,46,False,0,34,84,67,False,90682.0,0,Anomaly,Anomaly,0.11035897998264055
219,124,218,1751377484580,159,1751390779212.0,13294632.0,True,-1,1,0,0,0,0,1,137.0,0,318,318,298,168,1751384684580.0,443,1,106293,14,False,0,166,24,26,False,106161.0,0,Anomaly,Anomaly,0.12741731638624065
220,124,219,1751390779212,160,1751426920901.0,36141689.0,True,-1,1,0,0,0,0,1,137.0,0,295,295,42,169,1751397979212.0,445,1,106293,14,False,0,167,24,26,False,106161.0,0,Anomaly,Anomaly,0.13500838294961448
350,55,349,1751717760629,-1,,7200000.0,True,-1,1,0,0,0,0,1,137.0,0,277,277,5,287,1751724960629.0,114,1,104807,28,False,0,131,54,41,False,105974.0,0,Anomaly,Anomaly,0.09761929549037873
388,38,387,1751959757793,-1,,,False,3,0,0,0,2,0,0,137.0,0,-1,-1,-1,-1,,189,1,117896,44,False,0,413,-1,65,False,117685.0,0,Anomaly,Anomaly,0.13271613096361567
238,26,237,1751440898325,175,1751441457699.0,559374.0,True,-1,0,0,0,2,2,2,115.0,0,337,337,268,185,1751448098325.0,168,1,106897,7,True,0,198,10,13,False,106765.0,0,Anomaly,Anomaly,0.13270714923162263
351,87,350,1751717937720,276,1751719292831.0,1355111.0,True,-1,0,0,0,2,0,3,138.0,0,126,126,159,288,1751725137720.0,459,1,1442,42,True,0,319,75,58,False,723.0,0,Anomaly,Anomaly,0.1301928525309758
333,15,332,1751709541745,278,1751720929492.0,11387747.0,True,-1,0,0,0,2,0,0,137.0,0,382,382,9,274,1751716741745.0,9,1,999999,22,False,0,27,42,30,False,999999.0,0,Anomaly,Anomaly,0.13925766068705508
355,21,354,1751721112706,280,1751721366451.0,253745.0,True,-1,0,0,0,2,0,2,140.0,0,410,410,380,292,1751728312706.0,32,1,999999,22,True,0,7,39,30,False,999999.0,0,Anomaly,Anomaly,0.13940280374548014
392,38,391,1751961829651,-1,,,False,3,0,0,0,2,0,0,137.0,0,-1,-1,-1,-1,,265,1,117896,44,False,0,413,-1,65,False,117685.0,0,Anomaly,Anomaly,0.13121704451489113
489,16,488,1755169404002,-1,,,False,1,0,0,0,1,4,0,139.0,0,-1,-1,-1,-1,,45,1,108525,37,False,0,413,-1,63,False,108389.0,0,Anomaly,Anomaly,0.0877085526953959
255,54,254,1751460266846,192,1751460563431.0,296585.0,True,-1,1,0,0,0,0,1,137.0,0,163,163,78,202,1751467466846.0,469,1,3612,33,True,0,388,61,51,False,4779.0,0,Anomaly,Anomaly,0.1255296707052962
258,54,257,1751460787691,195,1751460801145.0,13454.0,True,-1,1,0,0,0,0,1,137.0,0,171,171,343,205,1751467987691.0,468,1,3612,33,True,0,389,61,51,False,4779.0,0,Anomaly,Anomaly,0.1298836126183731
259,54,258,1751460834746,196,1751482355789.0,21521043.0,True,-1,1,0,0,0,0,1,137.0,0,162,162,49,206,1751468034746.0,467,1,3612,33,False,0,390,61,51,False,4779.0,0,Anomaly,Anomaly,0.1264211653751548
260,54,259,1751482355789,200,1751599142592.0,116786803.0,True,-1,1,0,0,0,0,1,137.0,0,167,167,320,207,1751489555789.0,473,1,3612,33,False,0,391,61,51,False,4779.0,0,Anomaly,Anomaly,0.1175271773346791
267,123,266,1751606904289,212,1751616796509.0,9892220.0,True,-1,1,0,0,0,0,1,138.0,0,172,172,349,214,1751614104289.0,472,1,3612,33,False,0,393,61,51,False,4779.0,0,Anomaly,Anomaly,0.09495515187861503
496,12,495,1756452319504,-1,,,False,1,0,0,0,2,0,2,142.0,0,-1,-1,-1,-1,,137,1,33109,5,False,0,413,-1,9,False,34276.0,0,Anomaly,Anomaly,0.11764249751611011
