Config,Mean_Gap,Score_STD,Anomaly_Ratio,Expected_Contamination
Config_1,3.5794060106263603,1.7828504381768346,0.1996124031007752,0.2
Config_2,3.4761856765889596,1.7232912761246266,0.1996124031007752,0.2
Config_3,3.0785885191740925,1.6378806091396938,0.1996124031007752,0.2
Config_4,3.0970326788683895,1.6437012775989746,0.1996124031007752,0.2
