_id,client_ip,login_timestamp,login_epoch,logout_timestamp,logout_epoch,session_duration,status,error_code,device_type,device,device_model,os_name,os_version,client_name,client_version,login_method,access_token,refresh_token,redis_request_id,session_expiry,session_expiry_epoch,header_data,api_version,employee_id,employee_name,is_manually_logout,application_identifier,session_data,response_data,username,is_refresh_token_used,employee_number,Rule_Based_Anomaly,Model_Result,Final_Result,anomaly_score,Suspicious_Flag
406,19,405,1751976464295,318,1751976737826.0,273531.0,True,-1,0,0,0,1,4,0,133.0,0,383,383,3,328,1751983664295.0,480,1,999999,22,True,0,10,40,30,False,999999.0,0,Anomaly,Anomaly,0.009118315289672552,Suspicious
411,21,410,1752149166710,323,1752151213604.0,2046894.0,True,-1,0,0,0,2,0,2,140.0,0,394,394,195,333,1752156366710.0,25,1,999999,22,True,0,14,40,30,False,999999.0,0,Anomaly,Anomaly,0.1189138511549469,Suspicious
412,60,411,1752164489531,351,1753707074377.0,1542584846.0,True,-1,0,0,0,2,0,0,138.0,0,403,403,276,334,1752171689531.0,8,1,999999,22,False,0,15,40,30,False,999999.0,0,Anomaly,Anomaly,0.052922944829110086,Suspicious
279,46,278,1751616886527,348,1753424241642.0,1807355115.0,True,-1,0,0,0,2,0,0,137.0,0,174,174,371,226,1751624086527.0,483,1,3612,33,False,0,395,61,51,False,4779.0,0,Anomaly,Anomaly,0.09468576577290089,Suspicious
460,20,459,1753875798987,363,1753962798062.0,86999075.0,True,-1,0,0,0,2,0,2,141.0,0,73,73,211,371,1753882998987.0,120,1,93359,45,False,0,308,83,64,False,94526.0,0,Anomaly,Anomaly,0.1186554094531439,Suspicious
464,3,463,1753962798062,366,1753965824078.0,3026016.0,True,-1,0,0,0,2,0,3,138.0,0,71,71,177,373,1753969998062.0,54,1,93359,45,True,0,309,83,64,False,94526.0,0,Anomaly,Anomaly,0.10184732695733589,Suspicious
462,16,461,1753880975788,364,1753963386049.0,82410261.0,True,-1,0,0,0,1,4,0,138.0,0,112,112,289,372,1753888175788.0,477,1,784,9,False,0,294,17,17,False,66.0,0,Anomaly,Anomaly,0.05950831159815173,Suspicious
469,50,468,1753988097632,369,1754036068155.0,47970523.0,True,-1,0,0,0,2,0,0,138.0,0,125,125,46,378,1753995297632.0,49,1,1424,2,False,0,32,3,7,False,705.0,0,Anomaly,Anomaly,0.08810124122252716,Suspicious
471,13,470,1754136383998,-1,,,False,1,0,0,0,2,0,0,138.0,0,-1,-1,-1,-1,,37,1,33109,5,False,0,413,-1,9,False,34276.0,0,Anomaly,Anomaly,0.11668117919636478,Suspicious
480,7,479,1754995830725,-1,,,False,1,0,0,0,2,0,0,139.0,0,-1,-1,-1,-1,,117,1,3612,33,False,0,413,-1,51,False,4779.0,0,Anomaly,Anomaly,0.10925403794368849,Suspicious
481,7,480,1754995845636,378,1754995965360.0,119724.0,True,-1,0,0,0,2,0,0,139.0,0,166,166,300,387,1755003045636.0,116,1,3612,33,True,0,397,63,51,False,4779.0,0,Anomaly,Anomaly,0.0907730457115069,Suspicious
483,7,482,1755155281981,-1,,7200000.0,True,-1,0,0,0,2,0,0,139.0,0,362,362,112,389,1755162481981.0,119,1,110818,18,False,0,91,33,33,False,110682.0,0,Anomaly,Anomaly,0.10226119083364305,Suspicious
482,7,481,1754996062291,379,1755165005086.0,168942795.0,True,-1,0,0,0,2,0,0,139.0,0,350,350,410,388,1755003262291.0,115,1,106901,30,False,0,190,58,43,False,106769.0,0,Anomaly,Anomaly,0.08267165204515914,Suspicious
486,16,485,1755167031465,382,1755167289445.0,257980.0,True,-1,0,0,0,1,4,0,139.0,0,348,348,368,392,1755174231465.0,41,1,106901,30,True,0,193,58,43,False,106769.0,0,Anomaly,Anomaly,0.05339931461526992,Suspicious
488,16,487,1755167362648,-1,,,False,1,0,0,0,1,4,0,139.0,0,-1,-1,-1,-1,,43,1,108525,37,False,0,413,-1,63,False,108389.0,0,Anomaly,Anomaly,0.06971028351905861,Suspicious
490,16,489,1755169427457,-1,,7200000.0,True,-1,0,0,0,1,4,0,139.0,0,345,345,219,393,1755176627457.0,44,1,106901,30,False,0,194,58,43,False,106769.0,0,Anomaly,Anomaly,0.058720969924071165,Suspicious
492,20,491,1755675226902,-1,,,False,1,0,0,0,2,0,2,141.0,0,-1,-1,-1,-1,,127,1,33109,5,False,0,413,-1,9,False,34276.0,0,Anomaly,Anomaly,0.12361022541612021,Suspicious
498,16,497,1757143170660,386,1757143399437.0,228777.0,True,-1,0,0,0,1,4,0,139.0,0,110,110,256,398,1757150370660.0,51,1,784,9,True,0,285,15,17,False,66.0,0,Anomaly,Anomaly,0.06203318785836587,Suspicious
503,20,502,1758020737671,390,1758020809755.0,72084.0,True,-1,0,0,0,2,0,2,142.0,0,116,116,357,402,1758027937671.0,134,1,784,9,True,0,279,14,17,False,66.0,0,Anomaly,Anomaly,0.11801386922274182,Suspicious
504,13,503,1758020809755,391,1758184887366.0,164077611.0,True,-1,0,0,0,2,0,0,140.0,0,119,119,412,403,1758028009755.0,478,1,784,9,False,0,280,14,17,False,66.0,0,Anomaly,Anomaly,0.07902131980978178,Suspicious
506,20,505,1758285654122,393,1758285963246.0,309124.0,True,-1,0,0,0,2,0,2,142.0,0,108,108,223,405,1758292854122.0,126,1,784,9,True,0,282,14,17,False,66.0,0,Anomaly,Anomaly,0.10993894093513468,Suspicious
508,18,507,1758544688882,-1,,,False,1,0,0,0,1,3,0,133.0,0,-1,-1,-1,-1,,515,1,33109,5,False,1,413,-1,9,False,34276.0,0,Anomaly,Anomaly,0.0,Suspicious
512,18,511,1758613736835,397,1758613744803.0,7968.0,True,-1,0,0,0,1,4,0,133.0,0,65,65,17,409,1758620936835.0,59,1,93359,45,True,0,306,82,64,False,94526.0,0,Anomaly,Anomaly,0.019925196030808667,Suspicious
514,18,513,1758613876265,-1,,,False,3,0,0,0,1,4,0,133.0,0,-1,-1,-1,-1,,58,1,89129,32,False,0,413,-1,48,False,90296.0,0,Anomaly,Anomaly,0.030140252359724284,Suspicious
515,18,514,1758613944635,399,1758623149632.0,9204997.0,True,-1,0,0,0,1,4,0,133.0,0,373,373,162,411,1758621144635.0,57,1,117896,44,False,0,96,79,65,False,117685.0,0,Anomaly,Anomaly,0.008759575779657358,Suspicious
