Config,Mean_Gap,Score_STD,Anomaly_Ratio,Expected_Contamination
Config_1,-0.07811680514745933,0.0413230438807248,0.1996124031007752,0.2
Config_2,-0.07763485867329895,0.04041928880057173,0.1996124031007752,0.2
Config_3,-0.0753581791784576,0.039223127050518614,0.1996124031007752,0.2
Config_4,-0.0801645627263413,0.0402616127028223,0.1996124031007752,0.2
