_id,client_ip,login_timestamp,login_epoch,logout_timestamp,logout_epoch,session_duration,status,error_code,device_type,device,device_model,os_name,os_version,client_name,client_version,login_method,access_token,refresh_token,redis_request_id,session_expiry,session_expiry_epoch,header_data,api_version,employee_id,employee_name,is_manually_logout,application_identifier,session_data,response_data,username,is_refresh_token_used,employee_number,Rule_Based_Anomaly,Model_Result,Final_Result,anomaly_score,Suspicious_Flag
93,21,92,1750938017616,55,1750938919007.0,901391.0,True,-1,0,0,0,2,0,2,139.0,0,398,398,231,64,1750945217616.0,509,1,999999,22,True,0,30,45,30,False,999999.0,0,Anomaly,Anomaly,0.12618911163373125,Suspicious
90,58,89,1750936956881,52,1750937931781.0,974900.0,True,-1,0,0,0,2,1,2,115.0,0,30,30,167,61,1750944156881.0,285,1,85116,11,True,0,355,21,19,False,86283.0,0,Anomaly,Anomaly,0.12766792466632526,Suspicious
169,15,168,1751280568164,132,1751354492251.0,73924087.0,True,-1,0,0,0,2,0,0,137.0,0,387,387,60,127,1751287768164.0,10,1,999999,22,False,0,5,44,30,False,999999.0,0,Anomaly,Anomaly,0.1250624820601477,Suspicious
72,100,71,1750929598858,133,1751354688756.0,425089898.0,True,-1,0,0,0,2,0,0,137.0,0,51,51,229,46,1750936798858.0,360,1,89630,41,False,0,255,73,59,False,90797.0,0,Anomaly,Anomaly,0.12469894461699105,Suspicious
79,29,78,1750931973810,104,1751278706933.0,346733123.0,True,-1,0,0,0,2,0,2,139.0,0,44,44,96,53,1750939173810.0,147,1,89515,46,False,0,34,84,67,False,90682.0,0,Anomaly,Anomaly,0.09890660336950541,Suspicious
160,29,159,1751278706933,105,1751278816324.0,109391.0,True,-1,0,0,0,2,0,0,137.0,0,48,48,273,118,1751285906933.0,108,1,89515,46,True,0,35,84,67,False,90682.0,0,Anomaly,Anomaly,0.12942857160772409,Suspicious
168,57,167,1751280231107,129,1751350835929.0,70604822.0,True,-1,0,0,0,2,1,2,115.0,0,26,26,33,126,1751287431107.0,282,1,85116,11,False,0,366,21,19,False,86283.0,0,Anomaly,Anomaly,0.13013508556458325,Suspicious
219,124,218,1751377484580,159,1751390779212.0,13294632.0,True,-1,1,0,0,0,0,1,137.0,0,318,318,298,168,1751384684580.0,443,1,106293,14,False,0,166,24,26,False,106161.0,0,Anomaly,Anomaly,0.1149835549911783,Suspicious
220,124,219,1751390779212,160,1751426920901.0,36141689.0,True,-1,1,0,0,0,0,1,137.0,0,295,295,42,169,1751397979212.0,445,1,106293,14,False,0,167,24,26,False,106161.0,0,Anomaly,Anomaly,0.11934706615527257,Suspicious
238,26,237,1751440898325,175,1751441457699.0,559374.0,True,-1,0,0,0,2,2,2,115.0,0,337,337,268,185,1751448098325.0,168,1,106897,7,True,0,198,10,13,False,106765.0,0,Anomaly,Anomaly,0.1170312745113351,Suspicious
355,21,354,1751721112706,280,1751721366451.0,253745.0,True,-1,0,0,0,2,0,2,140.0,0,410,410,380,292,1751728312706.0,32,1,999999,22,True,0,7,39,30,False,999999.0,0,Anomaly,Anomaly,0.13316935356065013,Suspicious
392,38,391,1751961829651,-1,,,False,3,0,0,0,2,0,0,137.0,0,-1,-1,-1,-1,,265,1,117896,44,False,0,413,-1,65,False,117685.0,0,Anomaly,Anomaly,0.12941601062553681,Suspicious
258,54,257,1751460787691,195,1751460801145.0,13454.0,True,-1,1,0,0,0,0,1,137.0,0,171,171,343,205,1751467987691.0,468,1,3612,33,True,0,389,61,51,False,4779.0,0,Anomaly,Anomaly,0.11649045942416036,Suspicious
259,54,258,1751460834746,196,1751482355789.0,21521043.0,True,-1,1,0,0,0,0,1,137.0,0,162,162,49,206,1751468034746.0,467,1,3612,33,False,0,390,61,51,False,4779.0,0,Anomaly,Anomaly,0.11866778432096392,Suspicious
496,12,495,1756452319504,-1,,,False,1,0,0,0,2,0,2,142.0,0,-1,-1,-1,-1,,137,1,33109,5,False,0,413,-1,9,False,34276.0,0,Anomaly,Anomaly,0.11957797088892952,Suspicious
321,56,320,1751707388010,-1,,,False,1,1,0,0,0,0,1,137.0,0,-1,-1,-1,-1,,113,1,999999,22,False,0,413,-1,30,False,999999.0,0,Anomaly,Anomaly,0.035703378018032694,Suspicious
378,28,377,1751874357845,-1,,7200000.0,True,-1,0,0,0,2,0,2,140.0,0,46,46,71,310,1751881557845.0,504,1,89515,46,False,0,38,84,67,False,90682.0,0,Anomaly,Anomaly,0.12682726347987772,Suspicious
296,8,295,1751630358335,252,1751707410307.0,77051972.0,True,-1,0,0,0,2,0,0,137.0,0,409,409,379,239,1751637558335.0,5,1,999999,22,False,0,24,41,30,False,999999.0,0,Anomaly,Anomaly,0.11457565133447911,Suspicious
400,62,399,1751970338327,310,1751970437147.0,98820.0,True,-1,0,0,0,2,1,2,115.0,0,28,28,137,322,1751977538327.0,498,1,85116,11,True,0,371,21,19,False,86283.0,0,Anomaly,Anomaly,0.1066591049204153,Suspicious
408,21,407,1751980481919,321,1752138116889.0,157634970.0,True,-1,0,0,0,2,0,2,140.0,0,404,404,295,330,1751987681919.0,20,1,999999,22,False,0,12,40,30,False,999999.0,0,Anomaly,Anomaly,0.13105693467688517,Suspicious
410,21,409,1752138116889,322,1752138375562.0,258673.0,True,-1,0,0,0,2,0,2,140.0,0,406,406,342,332,1752145316889.0,23,1,999999,22,True,0,13,40,30,False,999999.0,0,Anomaly,Anomaly,0.1278579555436401,Suspicious
412,60,411,1752164489531,351,1753707074377.0,1542584846.0,True,-1,0,0,0,2,0,0,138.0,0,403,403,276,334,1752171689531.0,8,1,999999,22,False,0,15,40,30,False,999999.0,0,Anomaly,Anomaly,0.05806954382732099,Suspicious
452,97,451,1753716723299,355,1753716795416.0,72117.0,True,-1,0,0,0,2,0,0,138.0,0,161,161,45,364,1753723923299.0,465,1,3612,33,True,0,399,62,51,False,4779.0,0,Anomaly,Anomaly,0.11433533120859796,Suspicious
455,10,454,1753869274111,359,1753869292303.0,18192.0,True,-1,0,0,0,2,0,2,141.0,0,217,217,392,367,1753876474111.0,314,1,153226,10,True,0,61,19,16,False,153112.0,0,Anomaly,Anomaly,0.12770282489817364,Suspicious
458,20,457,1753874236209,361,1753875712468.0,1476259.0,True,-1,0,0,0,2,0,2,141.0,0,70,70,146,369,1753881436209.0,132,1,93359,45,True,0,307,83,64,False,94526.0,0,Anomaly,Anomaly,0.11717230343604446,Suspicious
460,20,459,1753875798987,363,1753962798062.0,86999075.0,True,-1,0,0,0,2,0,2,141.0,0,73,73,211,371,1753882998987.0,120,1,93359,45,False,0,308,83,64,False,94526.0,0,Anomaly,Anomaly,0.11065676961974413,Suspicious
479,20,478,1754988341886,377,1754988421293.0,79407.0,True,-1,0,0,0,2,0,2,141.0,0,168,168,323,386,1754995541886.0,130,1,3612,33,True,0,396,63,51,False,4779.0,0,Anomaly,Anomaly,0.1058999960224567,Suspicious
468,50,467,1753988002536,368,1753989741915.0,1739379.0,True,-1,0,0,0,2,0,0,138.0,0,197,197,77,377,1753995202536.0,55,1,153226,10,True,0,63,20,16,False,153112.0,0,Anomaly,Anomaly,0.12062010288861658,Suspicious
470,20,469,1754036068155,-1,,7200000.0,True,-1,0,0,0,2,0,2,141.0,0,123,123,224,379,1754043268155.0,125,1,1424,2,False,0,33,3,7,False,705.0,0,Anomaly,Anomaly,0.10661019226178137,Suspicious
471,13,470,1754136383998,-1,,,False,1,0,0,0,2,0,0,138.0,0,-1,-1,-1,-1,,37,1,33109,5,False,0,413,-1,9,False,34276.0,0,Anomaly,Anomaly,0.12513301858477943,Suspicious
466,3,465,1753966055087,370,1754136542219.0,170487132.0,True,-1,0,0,0,2,0,3,138.0,0,113,113,283,375,1753973255087.0,38,1,784,9,False,0,296,17,17,False,66.0,0,Anomaly,Anomaly,0.12800367947942926,Suspicious
480,7,479,1754995830725,-1,,,False,1,0,0,0,2,0,0,139.0,0,-1,-1,-1,-1,,117,1,3612,33,False,0,413,-1,51,False,4779.0,0,Anomaly,Anomaly,0.12277988805029416,Suspicious
481,7,480,1754995845636,378,1754995965360.0,119724.0,True,-1,0,0,0,2,0,0,139.0,0,166,166,300,387,1755003045636.0,116,1,3612,33,True,0,397,63,51,False,4779.0,0,Anomaly,Anomaly,0.1068559654148189,Suspicious
482,7,481,1754996062291,379,1755165005086.0,168942795.0,True,-1,0,0,0,2,0,0,139.0,0,350,350,410,388,1755003262291.0,115,1,106901,30,False,0,190,58,43,False,106769.0,0,Anomaly,Anomaly,0.09513275275663324,Suspicious
485,16,484,1755166693933,381,1755166742893.0,48960.0,True,-1,0,0,0,1,4,0,139.0,0,339,339,18,391,1755173893933.0,476,1,106901,30,True,0,192,58,43,False,106769.0,0,Anomaly,Anomaly,0.03771140430950448,Suspicious
487,16,486,1755167345503,-1,,,False,1,0,0,0,1,4,0,139.0,0,-1,-1,-1,-1,,42,1,108525,37,False,0,413,-1,63,False,108389.0,0,Anomaly,Anomaly,0.06450066300994395,Suspicious
491,16,490,1755169532287,-1,,7200000.0,True,-1,0,0,0,1,4,0,139.0,0,351,351,92,394,1755176732287.0,53,1,108525,37,False,0,268,69,63,False,108389.0,0,Anomaly,Anomaly,0.053252984085015886,Suspicious
492,20,491,1755675226902,-1,,,False,1,0,0,0,2,0,2,141.0,0,-1,-1,-1,-1,,127,1,33109,5,False,0,413,-1,9,False,34276.0,0,Anomaly,Anomaly,0.1287883300957136,Suspicious
499,20,498,1757144741991,387,1757146020180.0,1278189.0,True,-1,0,0,0,2,0,2,142.0,0,96,96,63,399,1757151941991.0,136,1,784,9,True,0,286,15,17,False,66.0,0,Anomaly,Anomaly,0.12738443040893832,Suspicious
502,13,501,1758020531661,-1,,,False,1,0,0,0,2,0,0,140.0,0,-1,-1,-1,-1,,341,1,784,9,False,0,413,-1,17,False,66.0,0,Anomaly,Anomaly,0.10425183299405427,Suspicious
503,20,502,1758020737671,390,1758020809755.0,72084.0,True,-1,0,0,0,2,0,2,142.0,0,116,116,357,402,1758027937671.0,134,1,784,9,True,0,279,14,17,False,66.0,0,Anomaly,Anomaly,0.11810420053627868,Suspicious
506,20,505,1758285654122,393,1758285963246.0,309124.0,True,-1,0,0,0,2,0,2,142.0,0,108,108,223,405,1758292854122.0,126,1,784,9,True,0,282,14,17,False,66.0,0,Anomaly,Anomaly,0.12326980636291152,Suspicious
508,18,507,1758544688882,-1,,,False,1,0,0,0,1,3,0,133.0,0,-1,-1,-1,-1,,515,1,33109,5,False,1,413,-1,9,False,34276.0,0,Anomaly,Anomaly,0.0017985060266932917,Suspicious
509,18,508,1758544801009,-1,,,False,1,0,0,0,1,4,0,133.0,0,-1,-1,-1,-1,,63,1,33109,5,False,0,413,-1,9,False,34276.0,0,Anomaly,Anomaly,0.04635614047192427,Suspicious
511,18,510,1758612268787,396,1758613678602.0,1409815.0,True,-1,0,0,0,1,4,0,133.0,0,179,179,407,408,1758619468787.0,60,1,33109,5,True,0,237,8,9,False,34276.0,0,Anomaly,Anomaly,0.03942103079058634,Suspicious
512,18,511,1758613736835,397,1758613744803.0,7968.0,True,-1,0,0,0,1,4,0,133.0,0,65,65,17,409,1758620936835.0,59,1,93359,45,True,0,306,82,64,False,94526.0,0,Anomaly,Anomaly,0.01804414356087336,Suspicious
514,18,513,1758613876265,-1,,,False,3,0,0,0,1,4,0,133.0,0,-1,-1,-1,-1,,58,1,89129,32,False,0,413,-1,48,False,90296.0,0,Anomaly,Anomaly,0.03832180726654055,Suspicious
516,18,515,1758623149632,400,1758624565769.0,1416137.0,True,-1,0,0,0,1,4,0,133.0,0,371,371,59,412,1758630349632.0,61,1,117896,44,True,0,97,79,65,False,117685.0,0,Anomaly,Anomaly,0.004591816457789166,Suspicious
